customer_id,customer_name,entity_type,country,country_code,province,sector,business_type,occupation,date_opened,account_age_days,annual_income_or_revenue_estimate,expected_monthly_turnover,employee_count,beneficial_owner_count,pep_flag,adverse_media_flag,sanctions_watchlist_flag,previous_sar_flag,high_risk_industry_flag,source_of_funds_verified,address_verified,phone_verified,email_verified,tax_pin_verified,kyc_review_overdue_flag,dormant_account_flag,linked_accounts_count,linked_cards_count,foreign_national_flag,shared_address_group,shared_phone_group,shell_company_flag,kyc_risk_band,synthetic_suspicious_flag
76,Customer_0000076,Individual,Zimbabwe,ZW,Harare,Wholesale,Not Applicable,Engineer,2020-01-24 14:09:58,2167,19485.35,8127.05,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,0,5737,19509,0,Low,0
77,Customer_0000077,Individual,Zimbabwe,ZW,Mashonaland East,Transport,Not Applicable,Civil Servant,2019-11-25 13:39:19,2227,8664.37,38018.93,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,7934,293,0,Low,0
78,Customer_0000078,Individual,Zimbabwe,ZW,Masvingo,Consulting,Not Applicable,Consultant,2018-05-11 20:52:31,2790,33718.54,26262.96,0,0,0,0,0,1,0,1,0,1,1,0,1,0,6,1,0,4738,5039,0,Medium,0
79,Customer_0000079,Individual,Zimbabwe,ZW,Harare,Pharmaceuticals,Not Applicable,Doctor,2017-10-17 04:19:54,2996,63524.62,10640.58,0,0,0,1,0,0,0,1,1,1,1,0,0,0,6,4,0,13726,6940,0,Low,0
80,Company_0000080,Corporate,Botswana,BW,Matabeleland South,Telecommunications,Private Limited Company,Not Applicable,2022-08-26 10:44:41,1222,8357103.24,4887862.97,1829,5,0,0,0,0,0,1,0,0,1,1,0,0,4,2,1,2315,14155,0,Low,0
81,Company_0000081,Corporate,Zimbabwe,ZW,Bulawayo,Logistics,Public Company,Not Applicable,2020-05-02 19:30:22,2068,8704232.18,386470.38,379,6,0,0,0,0,0,1,1,1,1,1,0,0,7,4,0,5742,17411,0,Low,0
82,Company_0000082,Corporate,South Africa,ZA,Mashonaland West,Transport,Private Limited Company,Not Applicable,2016-09-13 13:26:32,3395,5670741.75,366650.85,843,3,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,12733,12505,1,Medium,0
83,Customer_0000083,Individual,Zimbabwe,ZW,Harare,Consulting,Not Applicable,Accountant,2020-03-14 17:38:10,2117,22128.83,31039.62,0,0,0,0,0,0,0,0,1,1,1,0,1,0,7,1,0,4391,11352,0,Low,0
84,Customer_0000084,Individual,Zimbabwe,ZW,Matabeleland South,Retail,Not Applicable,Business Owner,2018-11-16 05:19:51,2601,71138.26,43079.72,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2722,6010,0,Low,0
85,Customer_0000085,Individual,China,CN,Manicaland,Hospitality,Not Applicable,Business Owner,2021-07-06 17:27:34,1638,19526.78,78011.26,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,1,8741,7055,0,Low,0
86,Customer_0000086,Individual,Zimbabwe,ZW,Harare,Wholesale,Not Applicable,Accountant,2022-11-23 00:25:10,1133,45759.62,18870.21,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,0,5856,6293,0,Low,0
87,Customer_0000087,Individual,Zambia,ZM,Harare,Retail,Not Applicable,Nurse,2018-09-14 03:32:40,2664,9968.93,73931.3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,1,1,11273,8390,0,Low,0
88,Customer_0000088,Individual,Zimbabwe,ZW,Bulawayo,Construction,Not Applicable,Consultant,2020-07-27 04:14:33,1982,110683.41,56826.91,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,3308,1567,0,Low,0
89,Customer_0000089,Individual,China,CN,Manicaland,Construction,Not Applicable,Engineer,2022-08-24 01:34:32,1224,6464.05,13794.2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,11095,16239,0,Low,0
90,Customer_0000090,Individual,Zimbabwe,ZW,Harare,NGO,Not Applicable,Consultant,2018-10-03 04:57:32,2645,12811.6,25377.96,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,12360,7615,0,Low,0
91,Customer_0000091,Individual,Zimbabwe,ZW,Mashonaland East,Hospitality,Not Applicable,Trader,2020-09-29 16:31:29,1918,76680.42,22630.97,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,14582,6243,0,Low,0
92,Customer_0000092,Individual,Botswana,BW,Mashonaland Central,Wholesale,Not Applicable,Doctor,2017-03-19 08:53:03,3208,9059.05,16203.98,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,4,1,11888,3258,0,Low,0
93,Company_0000093,Corporate,Zimbabwe,ZW,Mashonaland East,Logistics,Public Company,Not Applicable,2025-03-27 18:46:23,278,3280697.22,232256.01,2139,5,0,0,0,0,0,1,1,1,1,1,0,0,3,2,0,693,8687,0,Low,0
94,Customer_0000094,Individual,Zimbabwe,ZW,Harare,Hospitality,Not Applicable,Unemployed,2025-01-28 09:53:23,336,25924.31,25226.19,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,3,0,12369,4884,0,Low,0
95,Customer_0000095,Individual,Kenya,KE,Manicaland,Mining,Not Applicable,Lawyer,2016-09-24 02:26:20,3384,5278.48,31322.96,0,0,0,0,0,0,1,0,1,1,1,0,0,0,6,3,1,4581,1825,0,Medium,1
96,Customer_0000096,Individual,Zimbabwe,ZW,Midlands,Financial Services,Not Applicable,Technician,2025-03-05 12:01:13,300,91763.02,110549.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,4,0,13373,15900,0,Low,1
97,Customer_0000097,Individual,South Africa,ZA,Manicaland,Import/Export,Not Applicable,Civil Servant,2022-05-07 23:05:26,1333,19979.58,15310.98,0,0,0,0,0,0,1,1,1,1,1,0,0,0,7,1,1,8455,18679,0,Low,0
98,Customer_0000098,Individual,South Africa,ZA,Matabeleland North,Financial Services,Not Applicable,Student,2021-11-20 22:30:43,1501,6313.55,10198.07,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,4,1,502,6473,0,Low,0
99,Customer_0000099,Individual,Mozambique,MZ,Harare,Pharmaceuticals,Not Applicable,Technician,2018-10-25 07:56:07,2623,13306.96,89848.11,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,2,1,14203,16788,0,Low,0
100,Customer_0000100,Individual,Namibia,,Harare,Financial Services,Not Applicable,Driver,2019-10-07 05:30:40,2276,4101.45,17116.01,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,1,12445,4543,0,Low,0
101,Customer_0000101,Individual,Zimbabwe,ZW,Midlands,Pharmaceuticals,Not Applicable,Technician,2023-02-04 21:00:00,1060,14057.73,7623.3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,12787,14214,0,Low,0
102,Customer_0000102,Individual,Zimbabwe,ZW,Mashonaland West,Wholesale,Not Applicable,Engineer,2020-06-28 06:43:07,2011,55341.44,8158.78,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,1,0,11404,12895,0,Low,0
103,Customer_0000103,Individual,Zimbabwe,ZW,Masvingo,Telecommunications,Not Applicable,Doctor,2022-04-20 12:03:06,1350,18063.51,16789.8,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,3,0,4016,7759,0,Low,0
104,Company_0000104,Corporate,South Africa,ZA,Mashonaland Central,Construction,Sole Proprietorship,Not Applicable,2020-10-05 22:31:02,1912,2135237.03,762604.89,2497,3,0,0,0,0,0,1,1,1,1,1,0,0,6,4,1,4853,312,0,Low,0
105,Customer_0000105,Individual,Mozambique,MZ,Matabeleland North,Transport,Not Applicable,Business Owner,2018-03-23 06:20:53,2839,96177.26,20432.37,0,0,0,0,0,0,0,1,1,1,1,0,1,0,7,3,1,2779,14442,0,Low,0
106,Customer_0000106,Individual,Zimbabwe,ZW,Midlands,Mining,Not Applicable,Teacher,2024-04-15 07:30:02,624,10504.9,3445.53,0,0,0,0,0,0,1,1,1,1,1,0,1,0,6,1,0,7315,9687,0,Low,0
107,Company_0000107,Corporate,Zimbabwe,ZW,Harare,Logistics,Trust,Not Applicable,2025-05-17 09:08:16,227,5175321.36,131736.98,1444,2,0,0,0,0,0,0,1,1,1,1,0,0,5,4,0,5584,5232,0,Low,0
108,Customer_0000108,Individual,Zimbabwe,ZW,Harare,Financial Services,Not Applicable,Driver,2017-07-20 00:10:53,3085,26659.84,16502.6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7,0,0,847,17647,0,Low,0
109,Customer_0000109,Individual,Zimbabwe,ZW,Matabeleland South,Hospitality,Not Applicable,Doctor,2017-07-17 04:56:51,3088,16950.24,29173.01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,85,5398,0,Low,0
110,Customer_0000110,Individual,Mozambique,MZ,Harare,Import/Export,Not Applicable,Student,2020-02-10 10:16:22,2150,8888.18,11922.6,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,3,1,13799,6437,0,Low,0
