customer_id,customer_name,entity_type,country,sector,kyc_risk_band,pep_flag,adverse_media_flag,sanctions_watchlist_flag,previous_sar_flag,shell_company_flag,synthetic_suspicious_flag,suspicious_flag,alert_disposition
69,Customer_0000069,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
70,Customer_0000070,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,Closed - No Issue
71,Company_0000071,Corporate,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,False Positive
72,Customer_0000072,Individual,Zimbabwe,Fuel,Low,0,0,0,0,0,0,0,False Positive
73,Customer_0000073,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
74,Customer_0000074,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,False Positive
75,Company_0000075,Corporate,Tanzania,Financial Services,Low,0,0,0,0,0,0,1,Escalated
76,Customer_0000076,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,1,Escalated
77,Customer_0000077,Individual,Zimbabwe,Transport,Low,0,0,0,0,0,0,0,False Positive
78,Customer_0000078,Individual,Zimbabwe,Consulting,Medium,0,0,0,1,0,0,0,False Positive
79,Customer_0000079,Individual,Zimbabwe,Pharmaceuticals,Low,0,1,0,0,0,0,0,False Positive
80,Company_0000080,Corporate,Botswana,Telecommunications,Low,0,0,0,0,0,0,0,Closed - No Issue
81,Company_0000081,Corporate,Zimbabwe,Logistics,Low,0,0,0,0,0,0,0,False Positive
82,Company_0000082,Corporate,South Africa,Transport,Medium,0,0,0,0,1,0,0,False Positive
83,Customer_0000083,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,Closed - No Issue
84,Customer_0000084,Individual,Zimbabwe,Retail,Low,0,0,0,0,0,0,0,Monitoring
85,Customer_0000085,Individual,China,Hospitality,Low,0,0,0,0,0,0,0,False Positive
86,Customer_0000086,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,False Positive
87,Customer_0000087,Individual,Zambia,Retail,Low,0,0,0,0,0,0,0,False Positive
88,Customer_0000088,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,False Positive
89,Customer_0000089,Individual,China,Construction,Low,0,0,0,0,0,0,0,Monitoring
90,Customer_0000090,Individual,Zimbabwe,NGO,Low,0,0,0,0,0,0,0,False Positive
91,Customer_0000091,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,False Positive
92,Customer_0000092,Individual,Botswana,Wholesale,Low,0,0,0,0,0,0,0,Closed - No Issue
93,Company_0000093,Corporate,Zimbabwe,Logistics,Low,0,0,0,0,0,0,1,Under Review
94,Customer_0000094,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Monitoring
95,Customer_0000095,Individual,Kenya,Mining,Medium,0,0,0,0,0,1,0,Closed - No Issue
96,Customer_0000096,Individual,Zimbabwe,Financial Services,Low,0,0,0,0,0,1,0,Closed - No Issue
97,Customer_0000097,Individual,South Africa,Import/Export,Low,0,0,0,0,0,0,0,Monitoring
98,Customer_0000098,Individual,South Africa,Financial Services,Low,0,0,0,0,0,0,0,False Positive
99,Customer_0000099,Individual,Mozambique,Pharmaceuticals,Low,0,0,0,0,0,0,1,Under Review
100,Customer_0000100,Individual,Namibia,Financial Services,Low,0,0,0,0,0,0,0,False Positive
101,Customer_0000101,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
102,Customer_0000102,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,Closed - No Issue
103,Customer_0000103,Individual,Zimbabwe,Telecommunications,Low,0,0,0,0,0,0,0,False Positive
104,Company_0000104,Corporate,South Africa,Construction,Low,0,0,0,0,0,0,0,Closed - No Issue
105,Customer_0000105,Individual,Mozambique,Transport,Low,0,0,0,0,0,0,0,Monitoring
106,Customer_0000106,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,False Positive
107,Company_0000107,Corporate,Zimbabwe,Logistics,Low,0,0,0,0,0,0,0,False Positive
108,Customer_0000108,Individual,Zimbabwe,Financial Services,Low,0,0,0,0,0,0,0,False Positive
109,Customer_0000109,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Closed - No Issue
110,Customer_0000110,Individual,Mozambique,Import/Export,Low,0,0,0,0,0,0,0,Closed - No Issue
111,Company_0000111,Corporate,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
112,Customer_0000112,Individual,South Africa,Consulting,Low,0,0,0,0,0,0,0,Closed - No Issue
113,Customer_0000113,Individual,Botswana,Construction,Low,0,0,0,0,0,0,0,False Positive
114,Customer_0000114,Individual,China,Hospitality,Low,0,0,0,0,0,0,0,False Positive
115,Customer_0000115,Individual,Zimbabwe,NGO,Low,0,0,0,0,0,0,0,False Positive
116,Customer_0000116,Individual,United Arab Emirates,Retail,Low,0,0,0,0,0,0,0,Closed - No Issue
117,Customer_0000117,Individual,South Africa,NGO,Low,0,0,0,0,0,0,0,False Positive
118,Customer_0000118,Individual,Zambia,Retail,Low,0,0,0,0,0,0,0,Closed - No Issue
119,Customer_0000119,Individual,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,False Positive
120,Customer_0000120,Individual,Zimbabwe,Retail,Low,0,0,0,0,0,0,0,False Positive
121,Company_0000121,Corporate,South Africa,Mining,Low,0,0,0,0,0,0,0,Monitoring
122,Customer_0000122,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,False Positive
123,Customer_0000123,Individual,Zimbabwe,Logistics,Low,0,0,0,0,0,0,0,False Positive
124,Customer_0000124,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,False Positive
125,Customer_0000125,Individual,Zimbabwe,Agriculture,Low,0,0,0,0,0,0,1,Under Review
126,Customer_0000126,Individual,Zimbabwe,Fuel,Low,0,0,0,0,0,0,0,Closed - No Issue
127,Company_0000127,Corporate,Zimbabwe,Financial Services,Low,0,0,0,0,0,0,0,False Positive
128,Customer_0000128,Individual,Zimbabwe,Real Estate,Low,0,0,0,0,0,0,0,Closed - No Issue
129,Customer_0000129,Individual,United Arab Emirates,Consulting,Low,0,0,0,0,0,0,0,False Positive
130,Customer_0000130,Individual,Mauritius,Wholesale,Low,0,0,0,0,0,0,0,False Positive
131,Customer_0000131,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,False Positive
132,Customer_0000132,Individual,Zimbabwe,Transport,Low,0,0,0,0,0,0,0,Closed - No Issue
133,Customer_0000133,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Monitoring
134,Customer_0000134,Individual,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,False Positive
135,Customer_0000135,Individual,United Kingdom,Pharmaceuticals,Medium,0,1,0,0,0,0,0,Monitoring
136,Customer_0000136,Individual,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,Closed - No Issue
137,Customer_0000137,Individual,Zimbabwe,Telecommunications,Low,0,0,0,0,0,0,0,False Positive
138,Company_0000138,Corporate,Zimbabwe,Wholesale,Low,0,0,0,0,1,0,0,Closed - No Issue
139,Customer_0000139,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,Closed - No Issue
140,Customer_0000140,Individual,Mozambique,Mining,Low,0,0,0,0,0,0,0,False Positive
141,Customer_0000141,Individual,South Africa,Fuel,Low,0,0,0,0,0,0,0,Closed - No Issue
142,Customer_0000142,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,Closed - No Issue
143,Customer_0000143,Individual,Zimbabwe,Fuel,Low,0,0,0,0,0,0,0,False Positive
144,Customer_0000144,Individual,United Arab Emirates,NGO,Low,0,0,0,0,0,0,0,False Positive
145,Company_0000145,Corporate,Zimbabwe,Logistics,Low,0,0,0,0,1,0,0,False Positive
146,Customer_0000146,Individual,Mozambique,NGO,Low,0,0,0,0,0,0,0,False Positive
147,Customer_0000147,Individual,United Kingdom,Manufacturing,Low,0,0,0,0,0,0,0,Closed - No Issue
148,Company_0000148,Corporate,Zimbabwe,Logistics,Low,0,0,0,0,0,0,0,Monitoring
149,Company_0000149,Corporate,United Kingdom,Telecommunications,Medium,0,1,0,0,0,0,0,Closed - No Issue
150,Customer_0000150,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,Monitoring
151,Customer_0000151,Individual,South Africa,Mining,High,0,1,0,0,0,1,0,Closed - No Issue
152,Customer_0000152,Individual,Zimbabwe,Agriculture,Low,0,0,0,0,0,0,0,False Positive
153,Customer_0000153,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Closed - No Issue
154,Customer_0000154,Individual,Zimbabwe,Transport,Low,0,0,0,0,0,0,0,False Positive
155,Customer_0000155,Individual,Zimbabwe,Real Estate,Medium,0,0,0,0,0,0,0,False Positive
156,Company_0000156,Corporate,Zimbabwe,Agriculture,Low,0,0,0,0,0,0,0,Closed - No Issue
157,Company_0000157,Corporate,Zimbabwe,Hospitality,Medium,0,0,0,0,1,0,1,SAR Filed
158,Company_0000158,Corporate,South Africa,Pharmaceuticals,Medium,0,0,0,0,1,0,0,Closed - No Issue
159,Customer_0000159,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
160,Customer_0000160,Individual,Zimbabwe,Real Estate,Low,0,0,0,0,0,0,0,False Positive
161,Customer_0000161,Individual,Kenya,Import/Export,Low,0,0,0,0,0,0,1,Under Review
162,Customer_0000162,Individual,China,Retail,Low,0,0,0,0,0,0,0,Monitoring
163,Customer_0000163,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Closed - No Issue
164,Customer_0000164,Individual,Zimbabwe,Retail,Low,0,0,0,0,0,0,0,False Positive
165,Customer_0000165,Individual,South Africa,Real Estate,Medium,0,1,0,0,0,0,0,False Positive
166,Customer_0000166,Individual,Botswana,Transport,Low,0,0,0,0,0,0,0,False Positive
167,Customer_0000167,Individual,Zimbabwe,Telecommunications,Low,0,0,0,0,0,0,0,Monitoring
168,Customer_0000168,Individual,Botswana,Transport,Low,0,0,0,0,0,1,0,False Positive
169,Customer_0000169,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,False Positive
170,Customer_0000170,Individual,Zimbabwe,Retail,Low,0,0,0,0,0,0,0,Closed - No Issue
171,Customer_0000171,Individual,Botswana,Fuel,Low,0,0,0,0,0,0,1,Escalated
172,Company_0000172,Corporate,South Africa,Real Estate,Low,0,0,0,0,0,0,0,False Positive
173,Customer_0000173,Individual,Mozambique,Financial Services,Low,0,0,0,0,0,0,0,False Positive
174,Customer_0000174,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,False Positive
175,Company_0000175,Corporate,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Monitoring
176,Customer_0000176,Individual,Zimbabwe,Real Estate,High,1,0,1,0,0,1,0,Closed - No Issue
177,Customer_0000177,Individual,Zimbabwe,Telecommunications,Low,0,0,0,0,0,0,0,Monitoring
178,Customer_0000178,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,1,SAR Filed
179,Company_0000179,Corporate,Zimbabwe,Construction,Low,0,0,0,0,1,0,1,Under Review
180,Company_0000180,Corporate,Zimbabwe,Pharmaceuticals,Low,0,0,0,1,0,1,1,SAR Filed
181,Customer_0000181,Individual,South Africa,Financial Services,Low,0,0,0,0,0,0,0,Closed - No Issue
182,Customer_0000182,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,False Positive
183,Customer_0000183,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
184,Customer_0000184,Individual,South Africa,Fuel,Medium,0,0,0,0,0,0,0,False Positive
185,Customer_0000185,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,False Positive
186,Customer_0000186,Individual,Namibia,Retail,Low,0,0,0,0,0,0,0,Monitoring
187,Customer_0000187,Individual,Zimbabwe,Agriculture,Low,0,0,0,0,0,0,0,Closed - No Issue
188,Customer_0000188,Individual,Zimbabwe,Financial Services,Low,0,0,0,0,0,0,0,Closed - No Issue
189,Customer_0000189,Individual,United Kingdom,Retail,Low,0,0,0,0,0,0,0,False Positive
190,Customer_0000190,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
191,Company_0000191,Corporate,South Africa,Mining,Low,0,0,0,0,0,0,0,False Positive
192,Customer_0000192,Individual,South Africa,Fuel,Low,0,0,0,0,0,0,0,Closed - No Issue
193,Customer_0000193,Individual,Zimbabwe,NGO,Low,0,0,0,0,0,0,0,Closed - No Issue
194,Company_0000194,Corporate,South Africa,Pharmaceuticals,Low,0,0,0,0,0,1,1,SAR Filed
195,Customer_0000195,Individual,United Kingdom,Wholesale,Low,0,0,0,0,0,0,0,Closed - No Issue
196,Customer_0000196,Individual,Mauritius,Wholesale,Low,0,0,0,0,0,0,0,False Positive
197,Customer_0000197,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Monitoring
198,Customer_0000198,Individual,Zimbabwe,Retail,Low,0,0,0,0,0,0,0,False Positive
199,Customer_0000199,Individual,Botswana,Agriculture,Low,0,0,0,0,0,0,0,Closed - No Issue
200,Customer_0000200,Individual,Zimbabwe,Agriculture,Low,0,0,0,0,0,0,0,Closed - No Issue
201,Company_0000201,Corporate,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,Closed - No Issue
202,Company_0000202,Corporate,Zimbabwe,Telecommunications,Low,0,0,0,0,1,0,0,Closed - No Issue
203,Customer_0000203,Individual,Zimbabwe,NGO,Low,0,0,0,0,0,1,0,False Positive
204,Customer_0000204,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,False Positive
205,Company_0000205,Corporate,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,False Positive
206,Customer_0000206,Individual,Zimbabwe,Real Estate,Low,0,0,0,0,0,0,0,False Positive
207,Customer_0000207,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,False Positive
208,Customer_0000208,Individual,United Arab Emirates,Agriculture,Low,0,0,0,0,0,0,0,Closed - No Issue
209,Customer_0000209,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,Monitoring
210,Customer_0000210,Individual,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,Monitoring
211,Customer_0000211,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
212,Company_0000212,Corporate,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
213,Customer_0000213,Individual,Mauritius,Telecommunications,Low,0,0,0,0,0,0,1,Under Review
214,Customer_0000214,Individual,United Arab Emirates,Agriculture,Low,0,0,0,0,0,0,0,False Positive
215,Customer_0000215,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
216,Company_0000216,Corporate,Zimbabwe,NGO,Low,0,0,0,0,0,0,0,False Positive
217,Customer_0000217,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
218,Customer_0000218,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
219,Company_0000219,Corporate,Zimbabwe,Transport,Medium,0,0,0,0,1,0,0,Monitoring
220,Company_0000220,Corporate,Zimbabwe,Retail,Low,0,0,0,0,1,0,0,False Positive
221,Company_0000221,Corporate,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,Monitoring
222,Customer_0000222,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Monitoring
223,Customer_0000223,Individual,Zimbabwe,Retail,Low,0,0,0,0,0,0,0,Monitoring
224,Company_0000224,Corporate,Zimbabwe,Financial Services,Medium,0,1,0,0,1,1,0,False Positive
225,Customer_0000225,Individual,Zimbabwe,Mining,Medium,1,0,0,0,0,0,0,Closed - No Issue
226,Customer_0000226,Individual,Zimbabwe,Logistics,Low,0,0,0,0,0,0,0,False Positive
227,Customer_0000227,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Closed - No Issue
228,Customer_0000228,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,Closed - No Issue
229,Customer_0000229,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,Closed - No Issue
230,Company_0000230,Corporate,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,Closed - No Issue
231,Customer_0000231,Individual,Zambia,Logistics,Low,0,0,0,0,0,0,0,Closed - No Issue
232,Customer_0000232,Individual,United Arab Emirates,Import/Export,Medium,0,0,0,0,0,0,0,False Positive
233,Company_0000233,Corporate,Zimbabwe,Agriculture,Low,0,0,0,0,0,0,0,False Positive
234,Customer_0000234,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,False Positive
235,Customer_0000235,Individual,Botswana,Wholesale,Low,0,0,0,0,0,0,0,False Positive
236,Customer_0000236,Individual,South Africa,NGO,Low,0,0,0,0,0,0,0,False Positive
237,Customer_0000237,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,False Positive
238,Customer_0000238,Individual,Zimbabwe,NGO,Low,0,0,0,0,0,0,0,Closed - No Issue
239,Customer_0000239,Individual,Zimbabwe,Transport,Low,0,0,0,0,0,0,0,False Positive
240,Customer_0000240,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
241,Company_0000241,Corporate,Zimbabwe,Hospitality,Low,0,0,0,0,1,0,0,False Positive
242,Customer_0000242,Individual,Zimbabwe,Transport,Low,0,0,0,0,0,0,0,False Positive
243,Customer_0000243,Individual,Zimbabwe,Consulting,Medium,1,1,0,0,0,1,0,Closed - No Issue
244,Customer_0000244,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,1,Escalated
245,Customer_0000245,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,False Positive
246,Company_0000246,Corporate,South Africa,Agriculture,Low,0,0,0,0,0,0,0,Closed - No Issue
247,Customer_0000247,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,Closed - No Issue
248,Company_0000248,Corporate,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,Closed - No Issue
249,Customer_0000249,Individual,Zimbabwe,Manufacturing,Low,0,0,0,0,0,0,0,Closed - No Issue
250,Customer_0000250,Individual,Mozambique,Consulting,Low,0,0,0,0,0,0,0,False Positive
251,Company_0000251,Corporate,Zimbabwe,Real Estate,Low,0,0,0,0,0,0,0,False Positive
252,Customer_0000252,Individual,Zimbabwe,Wholesale,Low,0,0,0,0,0,0,0,False Positive
253,Customer_0000253,Individual,Zimbabwe,Pharmaceuticals,Low,0,0,0,0,0,0,0,False Positive
254,Customer_0000254,Individual,Zambia,Consulting,Low,0,0,0,0,0,0,1,Escalated
255,Customer_0000255,Individual,Botswana,Construction,Low,0,0,0,0,0,0,0,False Positive
256,Customer_0000256,Individual,United Kingdom,Wholesale,Medium,0,0,0,1,0,0,0,Closed - No Issue
257,Customer_0000257,Individual,South Africa,Consulting,Low,0,0,0,0,0,0,0,False Positive
258,Customer_0000258,Individual,Zimbabwe,Hospitality,Low,0,0,0,0,0,0,0,Closed - No Issue
259,Customer_0000259,Individual,Zimbabwe,Mining,Low,0,0,0,0,0,0,0,False Positive
260,Company_0000260,Corporate,Zimbabwe,Transport,Low,0,0,0,0,0,0,0,False Positive
261,Customer_0000261,Individual,South Africa,Wholesale,Low,0,0,0,0,0,0,0,False Positive
262,Customer_0000262,Individual,South Africa,Telecommunications,Low,0,0,0,0,0,0,0,False Positive
263,Customer_0000263,Individual,Zimbabwe,Construction,Low,0,0,0,0,0,0,0,Closed - No Issue
264,Company_0000264,Corporate,United Kingdom,Import/Export,Medium,0,0,0,0,0,0,0,Monitoring
265,Customer_0000265,Individual,Zimbabwe,Consulting,Low,0,0,0,0,0,0,0,Closed - No Issue
266,Customer_0000266,Individual,Zimbabwe,Agriculture,Medium,0,0,0,1,0,0,0,Closed - No Issue
267,Company_0000267,Corporate,Zimbabwe,Hospitality,Low,0,0,0,0,1,0,0,Closed - No Issue
268,Customer_0000268,Individual,Namibia,Manufacturing,Low,0,0,0,0,0,0,0,Closed - No Issue
269,Customer_0000269,Individual,United Arab Emirates,Hospitality,Medium,1,0,0,0,0,0,0,Closed - No Issue
270,Company_0000270,Corporate,Zimbabwe,NGO,Low,0,0,0,0,0,0,0,False Positive
271,Customer_0000271,Individual,India,Construction,Low,0,0,0,0,0,0,0,False Positive
272,Customer_0000272,Individual,United Kingdom,Retail,Low,0,0,0,0,0,0,0,False Positive
273,Customer_0000273,Individual,Mozambique,Mining,Low,0,0,0,0,0,0,0,Monitoring
274,Customer_0000274,Individual,Namibia,Financial Services,Low,0,0,0,0,0,0,0,Monitoring
